# Title: January 2016 - December 2017 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
PA-013,Blair County,Pennsylvania,50.8,2.3,124,48.5
PA-015,Bradford County,Pennsylvania,48.6,2.7,126,45.9
PA-017,Bucks County,Pennsylvania,54.4,3.6,125,50.8
PA-019,Butler County,Pennsylvania,51,2.3,124,48.7
PA-021,Cambria County,Pennsylvania,49.1,2.2,124,46.9
PA-023,Cameron County,Pennsylvania,48.1,1.5,112,46.7
PA-025,Carbon County,Pennsylvania,49.4,2.7,123,46.6
PA-027,Centre County,Pennsylvania,49.9,1.8,121,48.1
PA-029,Chester County,Pennsylvania,54.6,3.1,126,51.5
PA-031,Clarion County,Pennsylvania,50,2.9,125,47.1
PA-033,Clearfield County,Pennsylvania,49.1,2.3,124,46.9
PA-035,Clinton County,Pennsylvania,49.5,1.8,122,47.7
PA-037,Columbia County,Pennsylvania,50.4,2.6,125,47.9
PA-039,Crawford County,Pennsylvania,49.7,3.4,126,46.4
PA-041,Cumberland County,Pennsylvania,53.6,2.5,122,51.1
PA-043,Dauphin County,Pennsylvania,52.9,2.7,121,50.2
PA-045,Delaware County,Pennsylvania,56.4,3.3,126,53
PA-047,Elk County,Pennsylvania,48.5,3,125,45.5
PA-049,Erie County,Pennsylvania,49.7,3.1,126,46.6
PA-051,Fayette County,Pennsylvania,52,2.3,127,49.7
PA-053,Forest County,Pennsylvania,48.9,3,125,45.9
PA-055,Franklin County,Pennsylvania,53.3,2.4,120,51
PA-057,Fulton County,Pennsylvania,52.7,2.1,122,50.5
PA-059,Greene County,Pennsylvania,53.3,2.6,128,50.7
PA-061,Huntingdon County,Pennsylvania,52,2.2,124,49.8
PA-063,Indiana County,Pennsylvania,50.7,2.5,127,48.2
PA-065,Jefferson County,Pennsylvania,49.4,3,127,46.4
PA-067,Juniata County,Pennsylvania,52.6,2.2,124,50.5
PA-069,Lackawanna County,Pennsylvania,48.7,3,124,45.7
PA-071,Lancaster County,Pennsylvania,54.2,3,123,51.2
PA-073,Lawrence County,Pennsylvania,51.7,2.9,126,48.9
PA-075,Lebanon County,Pennsylvania,53.3,3.2,124,50.2
PA-077,Lehigh County,Pennsylvania,53.4,3.5,127,49.8
PA-079,Luzerne County,Pennsylvania,49.1,2.7,123,46.4
PA-081,Lycoming County,Pennsylvania,49.8,2.7,126,47.1
PA-083,McKean County,Pennsylvania,47.5,3,124,44.6
PA-085,Mercer County,Pennsylvania,50.5,3.3,126,47.3
PA-087,Mifflin County,Pennsylvania,51.9,2.1,124,49.9
PA-089,Monroe County,Pennsylvania,49.1,3.1,124,46
PA-091,Montgomery County,Pennsylvania,55.2,3.5,127,51.7
PA-093,Montour County,Pennsylvania,51.5,2.7,126,48.9
PA-095,Northampton County,Pennsylvania,52.6,3.7,126,48.8
PA-097,Northumberland County,Pennsylvania,51.6,2.6,125,49
PA-099,Perry County,Pennsylvania,52.8,2.3,121,50.5
PA-101,Philadelphia County,Pennsylvania,56.8,3.6,126,53.2
PA-103,Pike County,Pennsylvania,48.7,2.9,123,45.8
PA-105,Potter County,Pennsylvania,47,1.9,120,45.1
PA-107,Schuylkill County,Pennsylvania,50.8,2.7,125,48.1
PA-109,Snyder County,Pennsylvania,51.9,2.2,124,49.6
PA-111,Somerset County,Pennsylvania,49.7,2.8,128,46.9
PA-113,Sullivan County,Pennsylvania,47.2,2.6,125,44.6
PA-115,Susquehanna County,Pennsylvania,48,2.4,123,45.5
PA-117,Tioga County,Pennsylvania,47.7,2.4,126,45.3
PA-119,Union County,Pennsylvania,51.3,2.4,124,48.9
PA-121,Venango County,Pennsylvania,50,3.2,126,46.8
PA-123,Warren County,Pennsylvania,48.4,3,126,45.4
PA-125,Washington County,Pennsylvania,53,2.6,128,50.4
PA-127,Wayne County,Pennsylvania,47.8,2.6,120,45.2
PA-129,Westmoreland County,Pennsylvania,52.2,2.3,125,49.9
PA-131,Wyoming County,Pennsylvania,49.2,3,126,46.2
PA-133,York County,Pennsylvania,54.1,3,123,51.1
RI-001,Bristol County,Rhode Island,52.9,3.1,123,49.8
RI-003,Kent County,Rhode Island,51.8,3.4,124,48.4
RI-005,Newport County,Rhode Island,52.6,3.1,122,49.5
RI-007,Providence County,Rhode Island,51.3,3.2,123,48.2
RI-009,Washington County,Rhode Island,52.3,3.5,124,48.7
SC-001,Abbeville County,South Carolina,63.9,2.6,128,61.3
SC-003,Aiken County,South Carolina,65.9,2.9,128,63
SC-005,Allendale County,South Carolina,66.2,2.4,128,63.8
SC-007,Anderson County,South Carolina,63.4,3,129,60.5
SC-009,Bamberg County,South Carolina,66,2.3,129,63.7
SC-011,Barnwell County,South Carolina,66,2.5,128,63.5
SC-013,Beaufort County,South Carolina,68.4,2.8,129,65.7
SC-015,Berkeley County,South Carolina,67,2.9,129,64.1
SC-017,Calhoun County,South Carolina,66,2.5,129,63.4
SC-019,Charleston County,South Carolina,67.5,2.8,129,64.7
SC-021,Cherokee County,South Carolina,61.7,2.2,129,59.5
SC-023,Chester County,South Carolina,62.8,2,129,60.7
SC-025,Chesterfield County,South Carolina,63.9,2.8,129,61.1
SC-027,Clarendon County,South Carolina,65.8,2.4,129,63.4
SC-029,Colleton County,South Carolina,66.9,2.7,129,64.2
SC-031,Darlington County,South Carolina,64.8,2.7,128,62.1
SC-033,Dillon County,South Carolina,64.9,2.7,127,62.2
SC-035,Dorchester County,South Carolina,67,2.9,129,64.1
SC-037,Edgefield County,South Carolina,65.3,2.7,129,62.6
SC-039,Fairfield County,South Carolina,64,2.3,129,61.6
SC-041,Florence County,South Carolina,65.6,2.7,128,62.9
SC-043,Georgetown County,South Carolina,65.7,2,129,63.7
SC-045,Greenville County,South Carolina,62.1,2.9,129,59.2
SC-047,Greenwood County,South Carolina,64.1,2.4,129,61.7
SC-049,Hampton County,South Carolina,66.6,2.4,129,64.2
SC-051,Horry County,South Carolina,65.2,2.3,129,62.9
SC-053,Jasper County,South Carolina,67.7,2.6,128,65.1
SC-055,Kershaw County,South Carolina,64.1,2.5,129,61.6
SC-057,Lancaster County,South Carolina,62.8,2.5,129,60.3
SC-059,Laurens County,South Carolina,63.3,2.3,129,61
SC-061,Lee County,South Carolina,64.8,2.5,128,62.2
SC-063,Lexington County,South Carolina,65.4,3,129,62.4
SC-065,McCormick County,South Carolina,64.7,2.6,129,62.1
SC-067,Marion County,South Carolina,65.4,2.5,128,62.9
SC-069,Marlboro County,South Carolina,64.6,2.8,127,61.8
SC-071,Newberry County,South Carolina,64.2,2.5,129,61.6
SC-073,Oconee County,South Carolina,61.9,2.4,129,59.5
SC-075,Orangeburg County,South Carolina,66.2,2.6,129,63.6
SC-077,Pickens County,South Carolina,62.1,3,129,59.1
SC-079,Richland County,South Carolina,65.5,2.6,129,62.8
SC-081,Saluda County,South Carolina,64.5,2.5,129,62
SC-083,Spartanburg County,South Carolina,62.4,2.5,129,59.8
SC-085,Sumter County,South Carolina,65.3,2.3,128,63
SC-087,Union County,South Carolina,62.9,2.2,129,60.7
SC-089,Williamsburg County,South Carolina,66,2.6,129,63.5
SC-091,York County,South Carolina,62.1,2.2,128,59.9
SD-003,Aurora County,South Dakota,48.5,2.8,122,45.7
SD-005,Beadle County,South Dakota,47.4,3,123,44.5
SD-007,Bennett County,South Dakota,49,2.9,126,46.1
SD-009,Bon Homme County,South Dakota,50.1,2.8,124,47.3
SD-011,Brookings County,South Dakota,45.7,2.9,124,42.8
SD-013,Brown County,South Dakota,45.7,3.6,127,42.1
SD-015,Brule County,South Dakota,49.5,3.5,127,46.1
SD-017,Buffalo County,South Dakota,48.3,3.1,125,45.2
SD-019,Butte County,South Dakota,47.6,3.1,124,44.5
SD-021,Campbell County,South Dakota,45.3,2.7,123,42.6
SD-023,Charles Mix County,South Dakota,50.2,2.8,126,47.4
SD-025,Clark County,South Dakota,45.5,3.2,123,42.3
SD-027,Clay County,South Dakota,49.6,2.6,121,47
SD-029,Codington County,South Dakota,44.6,3.3,124,41.3
SD-031,Corson County,South Dakota,45.8,2.7,121,43.1
SD-033,Custer County,South Dakota,47.7,2.9,128,44.8
SD-035,Davison County,South Dakota,48.3,2.2,117,46.1
SD-037,Day County,South Dakota,44.4,3.2,126,41.2
SD-039,Deuel County,South Dakota,45.1,3.2,123,41.8
SD-041,Dewey County,South Dakota,47.1,2.9,124,44.2
SD-043,Douglas County,South Dakota,49.1,2.5,122,46.6
SD-045,Edmunds County,South Dakota,45.1,2.7,121,42.5
SD-047,Fall River County,South Dakota,49.2,2.7,123,46.5
SD-049,Faulk County,South Dakota,45.8,2.8,123,43
SD-051,Grant County,South Dakota,45.5,3.4,125,42.1
SD-053,Gregory County,South Dakota,50.1,3.1,128,47.1
SD-055,Haakon County,South Dakota,48.6,2.7,122,45.9
SD-057,Hamlin County,South Dakota,45.3,3.5,125,41.9
SD-059,Hand County,South Dakota,47,2.9,123,44.1
SD-061,Hanson County,South Dakota,48.1,2.2,117,45.9
SD-063,Harding County,South Dakota,46.5,3.8,126,42.7
SD-065,Hughes County,South Dakota,48.4,2.9,126,45.4
SD-067,Hutchinson County,South Dakota,49.2,2.8,125,46.4
SD-069,Hyde County,South Dakota,46.8,3,125,43.7
SD-071,Jackson County,South Dakota,49.7,2.7,124,46.9
SD-073,Jerauld County,South Dakota,47.5,2.6,119,44.9
SD-075,Jones County,South Dakota,49.5,2.8,122,46.6
SD-077,Kingsbury County,South Dakota,46.3,3.1,124,43.2
SD-079,Lake County,South Dakota,46.6,2.7,122,43.9
SD-081,Lawrence County,South Dakota,45.5,3.2,129,42.3
SD-083,Lincoln County,South Dakota,48.6,2.9,123,45.7
SD-085,Lyman County,South Dakota,49.7,3.2,127,46.5
SD-087,McCook County,South Dakota,48,2.8,124,45.2
SD-089,McPherson County,South Dakota,44.2,2.7,122,41.5
SD-091,Marshall County,South Dakota,44.7,3.5,126,41.2
SD-093,Meade County,South Dakota,48.2,3,123,45.2
SD-095,Mellette County,South Dakota,50.1,3,126,47.2
SD-097,Miner County,South Dakota,47.3,2.6,121,44.7
SD-099,Minnehaha County,South Dakota,48,3.4,127,44.6
SD-101,Moody County,South Dakota,46.5,2.8,123,43.7
SD-102,Oglala Lakota County,South Dakota,49.6,2.9,123,46.7
SD-103,Pennington County,South Dakota,48,3.1,128,44.9
SD-105,Perkins County,South Dakota,46.1,3.2,122,42.9
SD-107,Potter County,South Dakota,46.4,3.4,127,43.1
SD-109,Roberts County,South Dakota,45.4,3.6,127,41.9
SD-111,Sanborn County,South Dakota,47.7,2.2,116,45.5
SD-115,Spink County,South Dakota,46.5,3,122,43.5
SD-117,Stanley County,South Dakota,48.6,2.7,122,45.9
SD-119,Sully County,South Dakota,47.5,3.1,127,44.4
SD-121,Todd County,South Dakota,49.4,2.8,126,46.6
SD-123,Tripp County,South Dakota,50.6,3.6,128,47
SD-125,Turner County,South Dakota,49,3.1,127,45.9
SD-127,Union County,South Dakota,49.6,2.6,122,47
SD-129,Walworth County,South Dakota,45.9,3.1,125,42.8
SD-135,Yankton County,South Dakota,50,3.2,129,46.8
SD-137,Ziebach County,South Dakota,47.5,3,122,44.5
TN-001,Anderson County,Tennessee,59.2,2.5,129,56.7
TN-003,Bedford County,Tennessee,60.8,2.4,128,58.4
TN-005,Benton County,Tennessee,61,2.6,128,58.4
TN-007,Bledsoe County,Tennessee,59,2.7,129,56.3
TN-009,Blount County,Tennessee,59.8,2.3,129,57.4
TN-011,Bradley County,Tennessee,61.2,2.3,126,58.9
TN-013,Campbell County,Tennessee,57,1.9,127,55.1
TN-015,Cannon County,Tennessee,60.1,2.6,129,57.5
TN-017,Carroll County,Tennessee,61.1,2.6,128,58.5
TN-019,Carter County,Tennessee,55.3,2.5,128,52.8
TN-021,Cheatham County,Tennessee,61,3,128,57.9
TN-023,Chester County,Tennessee,61.7,2.6,128,59.1
TN-025,Claiborne County,Tennessee,56.6,1.2,119,55.4
TN-027,Clay County,Tennessee,59.6,2.5,127,57.1
TN-029,Cocke County,Tennessee,58.7,2.1,125,56.7
TN-031,Coffee County,Tennessee,59.8,2.4,127,57.4
TN-033,Crockett County,Tennessee,61.9,2.9,129,59
TN-035,Cumberland County,Tennessee,57.4,2.6,129,54.7
TN-037,Davidson County,Tennessee,61.3,2.9,128,58.4
TN-039,Decatur County,Tennessee,61.7,2.6,128,59.1
TN-041,DeKalb County,Tennessee,60,2.5,128,57.6
TN-043,Dickson County,Tennessee,60.2,2.8,128,57.4
TN-045,Dyer County,Tennessee,61.5,2.6,128,59
TN-047,Fayette County,Tennessee,62.8,2.7,129,60.1
TN-049,Fentress County,Tennessee,57.5,3,127,54.6
TN-051,Franklin County,Tennessee,60.4,2.4,127,58
TN-053,Gibson County,Tennessee,61.3,2.6,128,58.7
TN-055,Giles County,Tennessee,61,2.6,129,58.4
TN-057,Grainger County,Tennessee,58.4,1.8,126,56.6
TN-059,Greene County,Tennessee,58.7,2,127,56.7
TN-061,Grundy County,Tennessee,58.2,2.5,127,55.7
TN-063,Hamblen County,Tennessee,59.2,2,127,57.2
TN-065,Hamilton County,Tennessee,61.3,2.6,127,58.7
TN-067,Hancock County,Tennessee,57.3,1.6,125,55.7
TN-069,Hardeman County,Tennessee,62.3,2.8,129,59.5
TN-071,Hardin County,Tennessee,61.6,2.1,126,59.5
TN-073,Hawkins County,Tennessee,58.6,2.1,127,56.5
TN-075,Haywood County,Tennessee,62.3,2.9,129,59.4
TN-077,Henderson County,Tennessee,61.4,2.7,128,58.8
TN-079,Henry County,Tennessee,60.5,2.3,127,58.2
TN-081,Hickman County,Tennessee,60.5,2.6,128,57.9
TN-083,Houston County,Tennessee,60.4,2.6,128,57.8
TN-085,Humphreys County,Tennessee,60.6,2.6,128,58
TN-087,Jackson County,Tennessee,59.9,2.3,127,57.6
TN-089,Jefferson County,Tennessee,59.8,2.3,127,57.5
TN-091,Johnson County,Tennessee,53.8,2.5,129,51.3
TN-093,Knox County,Tennessee,60.4,2.5,129,57.8
TN-095,Lake County,Tennessee,61.1,2.3,127,58.8
TN-097,Lauderdale County,Tennessee,62.3,2.6,128,59.7
TN-099,Lawrence County,Tennessee,60.9,2.8,129,58.1
TN-101,Lewis County,Tennessee,60.7,2.9,128,57.7
TN-103,Lincoln County,Tennessee,61.2,2.3,128,58.9
TN-105,Loudon County,Tennessee,60.7,2.3,129,58.3
TN-107,McMinn County,Tennessee,61,2.5,129,58.4
TN-109,McNairy County,Tennessee,61.8,2.3,126,59.5
TN-111,Macon County,Tennessee,59.3,2.2,126,57.1
TN-113,Madison County,Tennessee,61.9,2.9,129,59
TN-115,Marion County,Tennessee,60,2.3,127,57.7
TN-117,Marshall County,Tennessee,60.7,2.4,128,58.3
TN-119,Maury County,Tennessee,60.7,2.6,128,58
TN-121,Meigs County,Tennessee,60.9,2.6,129,58.3
TN-123,Monroe County,Tennessee,59.6,2.1,129,57.4
TN-125,Montgomery County,Tennessee,60.8,3.1,128,57.7
TN-127,Moore County,Tennessee,60.7,2.4,127,58.3
TN-129,Morgan County,Tennessee,58,2.7,129,55.3
TN-131,Obion County,Tennessee,60.4,2,125,58.4
TN-133,Overton County,Tennessee,58.9,2.7,129,56.1
TN-135,Perry County,Tennessee,61.4,2.8,128,58.5
TN-137,Pickett County,Tennessee,58.7,2.9,127,55.9
TN-139,Polk County,Tennessee,59.9,1.8,126,58
TN-141,Putnam County,Tennessee,59,2.5,127,56.6
TN-143,Rhea County,Tennessee,60,2.6,129,57.4
TN-145,Roane County,Tennessee,60.2,2.4,129,57.8
TN-147,Robertson County,Tennessee,60.3,2.8,129,57.5
TN-149,Rutherford County,Tennessee,61,2.6,128,58.4
TN-151,Scott County,Tennessee,56.9,2.4,127,54.5
TN-153,Sequatchie County,Tennessee,59.1,2.6,128,56.5
TN-155,Sevier County,Tennessee,57.8,2,128,55.7
TN-157,Shelby County,Tennessee,63.6,2.5,128,61.1
TN-159,Smith County,Tennessee,60.1,2,127,58.1
TN-161,Stewart County,Tennessee,60.4,2.5,128,57.9
TN-163,Sullivan County,Tennessee,57.8,2.4,127,55.4
TN-165,Sumner County,Tennessee,60.1,2.4,127,57.7
TN-167,Tipton County,Tennessee,62.6,2.3,126,60.3
TN-169,Trousdale County,Tennessee,60.2,2.2,127,58
TN-171,Unicoi County,Tennessee,54.9,1.9,127,53
TN-173,Union County,Tennessee,58.3,1.9,127,56.4
TN-175,Van Buren County,Tennessee,58.7,2.7,128,56
TN-177,Warren County,Tennessee,59.8,2.6,128,57.2
TN-179,Washington County,Tennessee,58.2,2.2,128,56.1
TN-181,Wayne County,Tennessee,61.1,2.6,128,58.4
TN-183,Weakley County,Tennessee,60.6,2.3,125,58.4
TN-185,White County,Tennessee,59.2,2.6,128,56.7
TN-187,Williamson County,Tennessee,60.7,2.7,128,57.9
TN-189,Wilson County,Tennessee,60.6,2.4,127,58.2
TX-001,Anderson County,Texas,68.2,2.8,129,65.4
TX-003,Andrews County,Texas,64.7,2.7,127,62
TX-005,Angelina County,Texas,68.2,2.1,126,66.1
TX-007,Aransas County,Texas,73.9,3.6,128,70.3
TX-009,Archer County,Texas,65.9,2.4,126,63.5
TX-011,Armstrong County,Texas,60.9,3,126,57.9
TX-013,Atascosa County,Texas,72.3,2.4,127,69.8
TX-015,Austin County,Texas,71.4,3.4,127,68
TX-017,Bailey County,Texas,59.4,2.4,125,57.1
TX-019,Bandera County,Texas,68.7,2.6,126,66.1
TX-021,Bastrop County,Texas,70.6,3.2,128,67.4
TX-023,Baylor County,Texas,66.3,2.9,127,63.4
TX-025,Bee County,Texas,72.8,2.5,127,70.3
TX-027,Bell County,Texas,68.9,3.2,127,65.7
TX-029,Bexar County,Texas,71,2.4,126,68.5
TX-031,Blanco County,Texas,68.5,2.4,126,66.1
TX-033,Borden County,Texas,64.9,2.1,123,62.9
TX-035,Bosque County,Texas,67.5,2.1,124,65.4
TX-037,Bowie County,Texas,65.7,2.6,127,63.1
TX-039,Brazoria County,Texas,72.4,3.5,128,68.9
TX-041,Brazos County,Texas,69.5,2.5,126,67
TX-043,Brewster County,Texas,67.3,2.7,127,64.6
TX-045,Briscoe County,Texas,62,2.7,127,59.3
TX-047,Brooks County,Texas,75.9,3.7,128,72.2
TX-049,Brown County,Texas,66.4,2,122,64.4
TX-051,Burleson County,Texas,69.9,2.9,126,67
TX-053,Burnet County,Texas,68.4,2.4,125,66
TX-055,Caldwell County,Texas,71.1,3.2,127,67.8
TX-057,Calhoun County,Texas,73,3.3,128,69.7
TX-059,Callahan County,Texas,65.5,1.8,122,63.7
TX-061,Cameron County,Texas,76.6,3,128,73.6
TX-063,Camp County,Texas,66.4,2.5,127,63.9
TX-065,Carson County,Texas,60.1,3.3,127,56.8
TX-067,Cass County,Texas,66.2,2.2,126,64
TX-069,Castro County,Texas,58.9,2.2,125,56.7
TX-071,Chambers County,Texas,71.7,3.4,128,68.2
TX-073,Cherokee County,Texas,67.8,2.4,127,65.4
TX-075,Childress County,Texas,63.8,2.4,125,61.3
TX-077,Clay County,Texas,65.4,2,125,63.4
TX-079,Cochran County,Texas,60.5,2.5,127,58
TX-081,Coke County,Texas,66.1,2.2,123,63.9
TX-083,Coleman County,Texas,66.3,2.1,123,64.2
TX-085,Collin County,Texas,66.5,2.6,128,63.8
TX-087,Collingsworth County,Texas,62,2.3,124,59.8
TX-089,Colorado County,Texas,71.8,3.6,127,68.2
TX-091,Comal County,Texas,69.7,2.4,126,67.3
TX-093,Comanche County,Texas,66.4,2.1,124,64.3
TX-095,Concho County,Texas,66.2,2,123,64.2
TX-097,Cooke County,Texas,65.4,2,124,63.4
TX-099,Coryell County,Texas,68.1,2.6,126,65.4
TX-101,Cottle County,Texas,64.2,2,124,62.2
TX-103,Crane County,Texas,68,3.2,126,64.8
TX-105,Crockett County,Texas,66.9,2.1,126,64.8
TX-107,Crosby County,Texas,62.7,2.4,127,60.3
TX-109,Culberson County,Texas,64,2.9,127,61.1
TX-111,Dallam County,Texas,57.3,2.8,129,54.5
TX-113,Dallas County,Texas,67.9,2.6,127,65.3
TX-115,Dawson County,Texas,64.1,2.2,126,61.9
TX-117,Deaf Smith County,Texas,58.5,2.8,126,55.7
TX-119,Delta County,Texas,66.4,3,128,63.4
TX-121,Denton County,Texas,66.9,2.4,126,64.5
TX-123,DeWitt County,Texas,72,2.9,127,69.1
TX-125,Dickens County,Texas,63.9,2.1,124,61.8
TX-127,Dimmit County,Texas,73.3,2.6,127,70.7
TX-129,Donley County,Texas,61.3,2.5,125,58.8
TX-131,Duval County,Texas,74.4,3.2,128,71.2
TX-133,Eastland County,Texas,65.7,2,123,63.8
TX-135,Ector County,Texas,66.4,3.4,127,63
TX-137,Edwards County,Texas,66.9,1.8,123,65.1
TX-139,Ellis County,Texas,67.8,2,121,65.8
TX-141,El Paso County,Texas,66,3.8,127,62.3
TX-143,Erath County,Texas,66.4,2.2,124,64.2
TX-145,Falls County,Texas,68.6,2.8,127,65.8
TX-147,Fannin County,Texas,65.9,2.8,128,63
TX-149,Fayette County,Texas,71,3.1,127,67.9
TX-151,Fisher County,Texas,65.9,2.7,126,63.2
TX-153,Floyd County,Texas,61.3,2.3,127,58.9
TX-155,Foard County,Texas,65,2.2,124,62.7
TX-157,Fort Bend County,Texas,72.2,3.6,128,68.6
TX-159,Franklin County,Texas,66.4,2.8,128,63.6
TX-161,Freestone County,Texas,68.4,2.6,128,65.7
TX-163,Frio County,Texas,72.8,3.1,128,69.7
TX-165,Gaines County,Texas,63,2.1,125,60.9
TX-167,Galveston County,Texas,72.3,3.4,128,68.9
TX-169,Garza County,Texas,64.5,2.2,124,62.3
TX-171,Gillespie County,Texas,67,2.1,125,64.9
TX-173,Glasscock County,Texas,65.6,2.5,125,63.2
TX-175,Goliad County,Texas,72.6,2.7,128,69.8
TX-177,Gonzales County,Texas,71.4,2.8,127,68.7
TX-179,Gray County,Texas,60.2,2.9,126,57.3
TX-181,Grayson County,Texas,65.7,2.3,127,63.4
TX-183,Gregg County,Texas,67,1.9,125,65.1
TX-185,Grimes County,Texas,69.7,2.6,126,67.1
TX-187,Guadalupe County,Texas,70.9,2.6,127,68.3
TX-189,Hale County,Texas,60.6,2.4,126,58.2
TX-191,Hall County,Texas,63.5,2.6,127,60.9
TX-193,Hamilton County,Texas,67,2.3,125,64.7
TX-195,Hansford County,Texas,59.4,2.6,126,56.8
TX-197,Hardeman County,Texas,64.3,2.3,124,62.1
TX-199,Hardin County,Texas,69.8,2.8,128,67
TX-201,Harris County,Texas,71.8,3.3,128,68.4
TX-203,Harrison County,Texas,67,1.9,125,65.2
TX-205,Hartley County,Texas,58.2,2.8,128,55.4
TX-207,Haskell County,Texas,66.1,2.5,126,63.6
TX-209,Hays County,Texas,69.5,2.6,126,66.9
TX-211,Hemphill County,Texas,60.4,2.7,126,57.7
TX-213,Henderson County,Texas,67.8,2.8,129,65.1
TX-215,Hidalgo County,Texas,76.9,3.1,128,73.8
TX-217,Hill County,Texas,67.8,2,123,65.8
TX-219,Hockley County,Texas,61.4,2.6,127,58.8
TX-221,Hood County,Texas,67.1,2.1,123,65.1
TX-223,Hopkins County,Texas,66.7,3.1,129,63.5
TX-225,Houston County,Texas,68.3,2.1,126,66.2
TX-227,Howard County,Texas,65.4,2,123,63.4
TX-229,Hudspeth County,Texas,63.6,3.1,128,60.5
TX-231,Hunt County,Texas,66.6,3.1,128,63.5
TX-233,Hutchinson County,Texas,60.7,2.9,126,57.8
TX-235,Irion County,Texas,66.3,2.4,126,63.9
TX-237,Jack County,Texas,65.8,2.4,126,63.4
TX-239,Jackson County,Texas,72.4,3.4,128,69
TX-241,Jasper County,Texas,68.7,2.5,128,66.1
TX-243,Jeff Davis County,Texas,63.1,3,127,60.1
TX-245,Jefferson County,Texas,71,3.1,128,68
TX-247,Jim Hogg County,Texas,75.8,3.6,128,72.1
TX-249,Jim Wells County,Texas,74.7,3.4,128,71.3
TX-251,Johnson County,Texas,67.5,2.2,122,65.3
TX-253,Jones County,Texas,66,2.2,123,63.9
TX-255,Karnes County,Texas,71.8,2.3,127,69.5
TX-257,Kaufman County,Texas,67.2,2.1,126,65.1
TX-259,Kendall County,Texas,68.3,2.3,125,66
TX-261,Kenedy County,Texas,75.8,3.5,128,72.3
TX-263,Kent County,Texas,65.3,2.4,126,62.9
TX-265,Kerr County,Texas,66.9,2.3,126,64.6
TX-267,Kimble County,Texas,66.6,2.5,126,64.1
TX-269,King County,Texas,65.2,2.4,126,62.9
TX-271,Kinney County,Texas,69.9,1.1,105,68.8
TX-273,Kleberg County,Texas,75.3,3.9,128,71.4
TX-275,Knox County,Texas,65.8,2.5,126,63.3
TX-277,Lamar County,Texas,65.6,2.7,128,63
TX-279,Lamb County,Texas,59.8,2.1,125,57.7
TX-281,Lampasas County,Texas,67.7,2.3,125,65.4
TX-283,La Salle County,Texas,73.6,2.7,127,70.9
TX-285,Lavaca County,Texas,71.9,3.4,127,68.5
TX-287,Lee County,Texas,70.1,3.1,127,67.1
TX-289,Leon County,Texas,68.1,1.9,124,66.1
TX-291,Liberty County,Texas,70.8,3.1,128,67.7
TX-293,Limestone County,Texas,68.2,2.4,127,65.7
TX-295,Lipscomb County,Texas,59.7,2.7,126,57
TX-297,Live Oak County,Texas,73.1,2.6,127,70.6
TX-299,Llano County,Texas,68.6,2.7,126,66
TX-301,Loving County,Texas,66.5,3,127,63.5
TX-303,Lubbock County,Texas,62.4,3.1,127,59.3
TX-305,Lynn County,Texas,63.3,2.6,126,60.7
TX-307,McCulloch County,Texas,66.8,2.3,125,64.5
TX-309,McLennan County,Texas,68.3,2.5,127,65.8
TX-311,McMullen County,Texas,73.3,2.6,127,70.7
TX-313,Madison County,Texas,68.5,1.8,125,66.7
TX-315,Marion County,Texas,66.7,1.9,126,64.8
TX-317,Martin County,Texas,65.6,2.7,127,62.9
TX-319,Mason County,Texas,67.3,2.3,125,65
TX-321,Matagorda County,Texas,72.4,3.3,128,69.1
TX-323,Maverick County,Texas,71.8,1.4,113,70.4
TX-325,Medina County,Texas,71.3,2.9,128,68.3
TX-327,Menard County,Texas,66,2.4,125,63.6
TX-329,Midland County,Texas,66.8,3.4,128,63.3
TX-331,Milam County,Texas,69.3,3.1,127,66.2
TX-333,Mills County,Texas,67,2.3,125,64.7
TX-335,Mitchell County,Texas,65.9,2.3,125,63.5
TX-337,Montague County,Texas,65.3,2.2,125,63.2
TX-339,Montgomery County,Texas,70.7,3.2,127,67.5
TX-341,Moore County,Texas,59.5,2.8,127,56.6
TX-343,Morris County,Texas,66,2.2,126,63.8
TX-345,Motley County,Texas,63.3,2.1,123,61.2
TX-347,Nacogdoches County,Texas,67.8,2.2,127,65.6
TX-349,Navarro County,Texas,68.3,2.5,127,65.8
TX-351,Newton County,Texas,68.7,2.6,128,66.1
TX-353,Nolan County,Texas,65.5,2.7,125,62.8
TX-355,Nueces County,Texas,74.8,3.5,128,71.2
TX-357,Ochiltree County,Texas,59.9,3,128,56.9
TX-359,Oldham County,Texas,59.2,2.6,127,56.6
TX-361,Orange County,Texas,70.3,2.8,128,67.4
TX-363,Palo Pinto County,Texas,66.5,2.3,125,64.2
TX-365,Panola County,Texas,67.4,2,127,65.4
TX-367,Parker County,Texas,66.7,2.2,126,64.5
TX-369,Parmer County,Texas,58.8,2.7,125,56.1
TX-371,Pecos County,Texas,66.3,2.5,122,63.8
TX-373,Polk County,Texas,69,2.3,126,66.7
TX-375,Potter County,Texas,60.1,3.1,127,57
TX-377,Presidio County,Texas,66.6,3.1,127,63.5
TX-379,Rains County,Texas,67,3.1,129,63.9
TX-381,Randall County,Texas,59.5,2.9,126,56.6
TX-383,Reagan County,Texas,66.3,2.7,127,63.6
